actionable_rank,page_reference,review_priority_score,model_score,feature_impressions,feature_clicks,feature_ctr,feature_avg_position,feature_position_volatility,feature_active_days,feature_available_days,position_band,archetype,action_label,reason_code,confidence_level,confidence_note,review_cost_tier,estimated_review_minutes,human_review_required
1,REVIEW-00001,80.56,0.7011016703546831,83772.0,0.0,0.0,8.607910233598515,12.407646289462948,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
2,REVIEW-00002,79.14,0.6906270324415374,11060.0,1.0,9.041591320072333e-05,8.800659167148662,9.040148727436394,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
3,REVIEW-00003,76.71,0.6731922920039263,5961.0,8.0,0.001342056701895655,7.690508461184834,10.759353372366215,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
4,REVIEW-00004,76.52,0.6872084097345411,4403.0,3.0,0.0006813536225300931,6.243306464229788,10.998858559006491,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
5,REVIEW-00005,75.66,0.6440873440144501,8352.0,5.0,0.0005986590038314176,5.998680095256378,7.4247056395330695,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
6,REVIEW-00006,75.34,0.644431287187674,7161.0,4.0,0.0005585812037424941,9.75532416013495,4.542915422307225,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
7,REVIEW-00007,75.29,0.6401994607622382,7895.0,1.0,0.0001266624445851805,6.986653621579533,4.978882742271587,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
8,REVIEW-00008,74.79,0.6123825601696294,55680.0,15.0,0.00026939655172413793,9.013531117255678,3.7638357985570594,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
9,REVIEW-00009,74.57,0.6138876080470282,16711.0,0.0,0.0,8.737144149546918,1.800364859320258,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
10,REVIEW-00010,74.56,0.6390195243849763,6117.0,3.0,0.0004904364884747426,9.913648831569526,3.5310131333930963,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
11,REVIEW-00011,74.55,0.665403449044591,3891.0,2.0,0.0005140066820868671,6.775521439270731,7.812712884988907,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
12,REVIEW-00012,74.23,0.6263348349281642,7359.0,3.0,0.00040766408479412964,9.289945972997735,2.7502965978329934,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
13,REVIEW-00013,74.1,0.6116505331010855,11830.0,0.0,0.0,7.278427495014294,2.1990160089283273,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
14,REVIEW-00014,74.06,0.6688828579717118,3386.0,2.0,0.0005906674542232723,8.814736868157883,6.78363777615954,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
15,REVIEW-00015,74.04,0.6424534749753298,4887.0,4.0,0.0008184980560671168,9.991503003329209,4.440152529215003,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
16,REVIEW-00016,73.9,0.6151248683491738,8891.0,4.0,0.0004498931503767855,9.275970070198747,2.0526741514081874,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
17,REVIEW-00017,73.85,0.601819068177941,18421.0,0.0,0.0,5.216857905549011,3.2445003362905833,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
18,REVIEW-00018,73.69,0.6281587714619569,5805.0,7.0,0.0012058570198105081,7.862204712753938,5.8369833175418,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
19,REVIEW-00019,73.65,0.6986286632014246,2375.0,0.0,0.0,9.900195563724449,7.039134524956786,15,15,Page 1,HIGH_RISK_VOLATILE,REFRESH_REVIEW,HIGH_RISK_HIGH_VOLATILITY,MEDIUM,High measured risk with high training-referenced volatility.,MEDIUM,90,True
20,REVIEW-00020,73.59,0.68636902885879,2636.0,1.0,0.00037936267071320183,9.381741880940671,7.2847571099231825,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
21,REVIEW-00021,73.53,0.6281068796004344,5478.0,0.0,0.0,9.755585778551648,1.1124528311162554,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
22,REVIEW-00022,73.52,0.6079918191807338,9362.0,1.0,0.00010681478316599017,5.714179900029809,2.9699296270356275,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
23,REVIEW-00023,73.4,0.6053450779819042,9686.0,12.0,0.0012389015073301672,9.090547497945426,3.586149854129715,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
24,REVIEW-00024,73.35,0.6057742902387209,9112.0,4.0,0.0004389815627743635,9.75642277219098,0.8466832931656151,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
25,REVIEW-00025,73.34,0.6242293408023576,5585.0,1.0,0.00017905102954341988,5.8316416996626055,3.994493900088996,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
26,REVIEW-00026,73.28,0.5935920037924631,17150.0,0.0,0.0,8.16091437976076,0.3527432510283353,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
27,REVIEW-00027,73.21,0.6521654305127376,3557.0,1.0,0.000281135788585887,8.771437135128682,4.372498820183539,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
28,REVIEW-00028,73.18,0.6239262993320296,5353.0,1.0,0.00018681113394358303,9.318249185476446,1.509658470933,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
29,REVIEW-00029,73.01,0.6348665205394812,4287.0,0.0,0.0,8.973828743692874,2.0105560787511623,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
30,REVIEW-00030,72.98,0.6848193548045295,2454.0,2.0,0.0008149959250203749,7.037665670378261,9.8621396817993,15,15,Page 1,HIGH_RISK_VOLATILE,REFRESH_REVIEW,HIGH_RISK_HIGH_VOLATILITY,MEDIUM,High measured risk with high training-referenced volatility.,MEDIUM,90,True
31,REVIEW-00031,72.88,0.7139451979159034,1922.0,0.0,0.0,9.35545805393153,8.804173674749777,15,15,Page 1,HIGH_RISK_VOLATILE,REFRESH_REVIEW,HIGH_RISK_HIGH_VOLATILITY,MEDIUM,High measured risk with high training-referenced volatility.,MEDIUM,90,True
32,REVIEW-00032,72.84,0.6112300269518831,6272.0,1.0,0.00015943877551020407,6.803114339622621,2.1827030011408652,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
33,REVIEW-00033,72.82,0.6151057018400612,5745.0,2.0,0.00034812880765883376,6.964415424059342,2.849324419728507,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
34,REVIEW-00034,72.78,0.6199839646100097,5138.0,4.0,0.0007785130400934215,8.255963065777074,3.46065655202874,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
35,REVIEW-00035,72.76,0.590432823475354,12113.0,19.0,0.0015685627012300835,8.580088435193632,3.792095588187504,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
36,REVIEW-00036,72.76,0.5836835311194583,21298.0,9.0,0.000422574889661001,7.767801658302186,1.2073365339193045,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
37,REVIEW-00037,72.75,0.5872377461475062,14830.0,8.0,0.0005394470667565745,7.835406823518912,1.3639174486002617,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
38,REVIEW-00038,72.72,0.5823748458979467,24678.0,2.0,8.104384471999351e-05,5.405339895817761,1.9140051708803987,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
39,REVIEW-00039,72.71,0.6303260714946488,4279.0,2.0,0.00046739892498247256,7.812078995120513,3.6693844687696417,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
40,REVIEW-00040,72.7,0.6014764611879521,7672.0,0.0,0.0,6.695133817144738,1.1492528455263962,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
41,REVIEW-00041,72.63,0.6556066574679735,3097.0,1.0,0.00032289312237649337,9.821000814674507,3.928208192435855,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
42,REVIEW-00042,72.63,0.6533321512264643,3171.0,2.0,0.000630715862503942,9.548189390387586,4.766442874037226,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
43,REVIEW-00043,72.52,0.583943375167915,14552.0,12.0,0.0008246289169873557,6.165894372353276,3.014066728428668,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
44,REVIEW-00044,72.5,0.5970911951232687,7983.0,2.0,0.0002505323813102844,5.295789500024606,2.4636097677862456,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
45,REVIEW-00045,72.48,0.6002265012973301,7199.0,3.0,0.00041672454507570494,5.019884774223417,3.2823434953971797,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
46,REVIEW-00046,72.47,0.5944082537430839,8504.0,1.0,0.00011759172154280339,5.939198520167286,1.4739519697273293,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
47,REVIEW-00047,72.47,0.5871729338741194,11457.0,0.0,0.0,2.7268484508660955,1.8545147484220486,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
48,REVIEW-00048,72.45,0.6218918656739013,4586.0,0.0,0.0,7.265067049529991,2.0489248555382917,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
49,REVIEW-00049,72.4,0.6171703591697637,4891.0,4.0,0.0008178286648947046,9.02130606298434,2.712017457598152,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
50,REVIEW-00050,72.4,0.5958332121761681,7905.0,5.0,0.0006325110689437065,6.676994532998931,2.4381592730755504,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
51,REVIEW-00051,72.4,0.5833443901920764,13223.0,16.0,0.0012100128563865991,8.320714457897932,2.4286431606909615,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
52,REVIEW-00052,72.4,0.5779804897034703,22054.0,8.0,0.00036274598712251744,6.493066595463745,1.4453669084156868,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
53,REVIEW-00053,72.38,0.6041814295525851,6277.0,4.0,0.0006372470925601402,7.853078910318014,2.120730324913485,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
54,REVIEW-00054,72.37,0.6094290519333194,5570.0,5.0,0.0008976660682226212,9.665964230981697,1.9196348347820675,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
55,REVIEW-00055,72.33,0.5791314014668192,17014.0,7.0,0.00041142588456565183,6.60748135119297,1.2859473279224083,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
56,REVIEW-00056,72.25,0.5859291135523895,10425.0,2.0,0.00019184652278177457,6.427905905401171,0.8085337514600645,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
57,REVIEW-00057,72.24,0.5776707999210973,17134.0,5.0,0.00029181743901015526,6.978981220943415,0.5597024880774277,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
58,REVIEW-00058,72.2,0.6253186448418745,4082.0,3.0,0.0007349338559529642,9.451055973743486,2.7322350659806776,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
59,REVIEW-00059,72.14,0.6231378279146372,4159.0,4.0,0.0009617696561673479,7.6977687955259455,4.392812466036669,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
60,REVIEW-00060,72.13,0.6446658457484014,3200.0,1.0,0.0003125,7.447999326707331,4.525143281587396,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
61,REVIEW-00061,72.1,0.6106608840673066,5042.0,5.0,0.0009916699722332407,8.846272675904936,2.741875311461638,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
62,REVIEW-00062,72.07,0.5871992290836024,8796.0,3.0,0.00034106412005457026,5.915464821811872,1.4943446411507981,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
63,REVIEW-00063,72.06,0.6144336298059426,4716.0,11.0,0.002332485156912638,8.387349978452338,7.023363754838741,15,15,Page 1,HIGH_RISK_VOLATILE,REFRESH_REVIEW,HIGH_RISK_HIGH_VOLATILITY,MEDIUM,High measured risk with high training-referenced volatility.,MEDIUM,90,True
64,REVIEW-00064,72.06,0.5849340175477444,9632.0,6.0,0.0006229235880398671,8.010291469536597,0.7287830654725341,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
65,REVIEW-00065,72.03,0.6225451559273263,4089.0,2.0,0.0004891171435558817,9.676572924819597,1.6401333399625375,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
66,REVIEW-00066,72.03,0.5901224069795696,7883.0,1.0,0.00012685525815045033,5.473841476589769,1.3403194561807181,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
67,REVIEW-00067,72.0,0.5926165869002652,7223.0,8.0,0.001107573030596705,8.175004577348382,2.3087701126338622,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
68,REVIEW-00068,72.0,0.5923883821222414,7292.0,0.0,0.0,4.046082830638079,2.096675493974055,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
69,REVIEW-00069,72.0,0.5698336546117903,41590.0,26.0,0.0006251502765087762,8.816950368855085,0.7239723929843841,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
70,REVIEW-00070,71.99,0.66667293790961,2522.0,1.0,0.0003965107057890563,9.536103631886904,5.177547115363612,15,15,Page 1,HIGH_RISK_VOLATILE,REFRESH_REVIEW,HIGH_RISK_HIGH_VOLATILITY,MEDIUM,High measured risk with high training-referenced volatility.,MEDIUM,90,True
71,REVIEW-00071,71.99,0.6058792470362513,5340.0,0.0,0.0,4.408487205063647,2.7207373592955157,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
72,REVIEW-00072,71.97,0.5805751368756157,10963.0,4.0,0.0003648636322174587,6.610806248970338,0.7406375357145366,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
73,REVIEW-00073,71.96,0.5840933235520566,9274.0,7.0,0.0007547983610092732,7.908042221103625,1.0453395828747507,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
74,REVIEW-00074,71.93,0.5935485651233233,6827.0,1.0,0.00014647722279185587,6.254852615782299,0.994064577718122,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
75,REVIEW-00075,71.92,0.6042100501892156,5394.0,3.0,0.0005561735261401557,9.809820563482754,0.3529686391934761,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
76,REVIEW-00076,71.92,0.5857844933800083,8564.0,1.0,0.00011676786548341896,5.969763086160232,0.669026429151963,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
77,REVIEW-00077,71.91,0.596359676676154,6359.0,3.0,0.00047177229124076113,7.489458754817376,1.2093596781189988,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
78,REVIEW-00078,71.9,0.6073939716193978,5064.0,0.0,0.0,7.459058613309009,0.675069690398783,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
79,REVIEW-00079,71.89,0.5716304851567066,18590.0,15.0,0.0008068854222700376,5.457395515328079,2.6595168381403758,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
80,REVIEW-00080,71.87,0.5935614551311047,6676.0,0.0,0.0,5.998120144275522,0.7412254828335406,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
81,REVIEW-00081,71.86,0.5999202532703864,5820.0,5.0,0.000859106529209622,6.462828802616327,3.215752693618529,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
82,REVIEW-00082,71.84,0.6571686329819014,2692.0,1.0,0.0003714710252600297,9.960480748088901,3.950566124213273,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
83,REVIEW-00083,71.84,0.6055666036095341,5137.0,4.0,0.0007786645902277594,4.964649662792676,4.406068849392792,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
84,REVIEW-00084,71.84,0.5844747249574208,8571.0,5.0,0.0005833625014584063,7.832253572985989,0.5561736821399005,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
85,REVIEW-00085,71.81,0.6386048667448018,3248.0,2.0,0.0006157635467980296,8.833541644579128,3.825226674416971,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
86,REVIEW-00086,71.74,0.5833261835101266,8483.0,1.0,0.00011788282447247436,5.032874857123789,1.0888014147438558,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
87,REVIEW-00087,71.74,0.5773664222092875,10829.0,16.0,0.0014775140825560994,7.984658122000856,2.607342158648165,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
88,REVIEW-00088,71.72,0.598589021709088,5696.0,0.0,0.0,2.236236794726824,2.4183640831743536,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
89,REVIEW-00089,71.72,0.5839001798744282,8277.0,7.0,0.0008457170472393379,7.94086271243566,1.1167511614162704,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
90,REVIEW-00090,71.71,0.5869791404060728,7500.0,6.0,0.0008,5.799295582778847,2.6386518430765453,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
91,REVIEW-00091,71.69,0.5701711245497844,15877.0,8.0,0.0005038735277445362,6.511705289088381,0.7189575174895233,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
92,REVIEW-00092,71.66,0.6135476812450182,4326.0,3.0,0.0006934812760055479,5.262464697683038,4.498282248935414,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
93,REVIEW-00093,71.66,0.6063111767716982,4856.0,2.0,0.00041186161449752884,8.753314629656213,0.7586778896914437,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
94,REVIEW-00094,71.62,0.6056475656769753,4856.0,7.0,0.001441515650741351,9.933990526536975,2.7117994093498896,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
